user_id,1u_friends,2u_friends,in_degree,out_degree
85ab005150a61e4d908340834ad3405b,74,2,0,74
dae9b629ca68bdb356535dafd8283330,210,5,0,210
681df9b23b6b9d0730554b3f4dbcb494,224,3470,0,224
e1f5f60574897e6070c3d9284e2144a7,580,181,0,580
9e73fe418afd711c593122b27f667317,56,1,0,56
5e0c6f6cfdb59ec5157e43213fd20672,238,11,0,238
60b2654fbe80055030d7e1bb0710ffe9,129,734,0,129
d73c9dedeb98d172a9e14d1cd466b2b8,43,8,0,43
14d22dce07d5ee7cd93277d3e88aaa93,47,2,0,47
1fdebc3f06e412dd16b693079bb60138,7,810,0,7
cbf6d10f9dcc130f7142fdcd6e17fb31,74,792,0,74
bf9657e04091a70962d700e79b7ee2ce,598,3145,0,598
d9dc12c88f79c3d7c9bb2c252a391292,174,1298,0,174
888de1298459d93752dca83863c08037,195,3,0,195
ffe5baf5495d968b915ddd50ac652d54,46,1,0,46
2c32416d2b6f15bc8ecdf813552ca511,25,152,0,25
1b2d2865a8fe597f8069e8da5451b06b,69,4058,0,69
cd9d860a9cb31fa22840097cfcdcf95b,35,1,0,35
50309b29aa73003762cc8bda3fa38516,85,2,0,85
690abddf63d364f4367f86f3810b224e,73,3,0,73
206cc4d84a52ee607f7cf4b788a775eb,342,13,0,342
b2ef16a3a67f45c45c7b9a921ba02e3f,240,308,0,240
668bd8f7068c54a731520c95aa1bdec5,369,1981,0,369
07fbbce7e7b1a6826aef37b71a8031f8,111,9,0,111
cd6cce9d7202e608fcf5ebcbad0bad9d,108,3002,0,108
72824e9fea04362882305b14a2ef054b,88,3,0,88
8f515ef823b5f7e979e41711d08b601b,437,439,1,436
b645d192eba48d4e827cbe6daaf97fb7,184,277,0,184
f6d9ae904a480206e5e8778411710315,217,48,0,217
f94c83299b864ca4ea10a72a625edb8e,46,46,1,45
327471fd2b74d3ea2628d7278b4b2768,95,102,0,95
48bc1460b8b412df4154e4bdced011e6,367,537,1,366
950a81941b27657641b086a8bd3995b8,454,5501,1,453
d709c41d79d7d0c4e976ec5d7febbc28,75,2966,0,75
9aec13cd4b10416bbece4c28098e83a1,905,92,0,905
8c52ccc55b236616fd43e043b938eb61,322,10,0,322
4a32a252d66f7966c174716e67f78e6d,177,10,0,177
d40850689293781bf28069321195fdae,193,661,0,193
bf6f5dc4cc4de0c8013ba038fc5115a0,52,3282,1,51
91f12407a8472f0c053d9b954d2a38b8,209,6,0,209
499925a86594ec72a0b2b8d575a669e5,97,2677,0,97
5e754417c4d8fd9b230494709fa286c6,31,4396,0,31
322ab322dab12a95741a4d4ad2137201,317,590,2,315
6ba12cd7315350bfbfda6e4ee1710e1d,191,1,0,191
9e9881dea552699d5df433144b685517,227,6,0,227
f615e25b53330311544b69b5af360483,36,4,0,36
4f9ea2d2e5390ff0e3ff8fc7c6beabbf,24,1,0,24
91be4b3e27e5c95994220f2e6456c95c,52,53,1,51
a4418672acee85811e4dcc66c8e1d98a,99,5495,1,98
ae3302e0fbbd4944e1ca3fb5df744594,163,1376,1,162
c96355a802e2f9ee8ed662874e04b0e7,192,193,1,191
2ed556baab98eaa156c99ee1625d0667,94,122,1,93
ca01b9c3a9f0413e276bf6c3f015a6e1,117,2979,0,117
a90d763c01268339a1be05b057c6ffd4,57,57,1,56
c240877aa60a124fa3f7d0acd29fe41c,443,991,0,443
639594b4bc36e6078f35793a239950b8,81,176,0,81
a0490009e274a4a1e3b30efd334b2908,24,4396,0,24
22f6aa2af2bc8c2c653e6afed946c233,434,1663,0,434
60edc8e4ee93cbe57a415563c4863c5d,226,345,0,226
a40383cfa0442c9cba72d9f0400d36c6,503,864,0,503
38bac430dff065d60bf8cb7677eb7904,111,12,0,111
1cdb33cd4e62bdfe41faf29263cae333,37,2,0,37
facb45be3f79e84b4eb97036f44af9a9,442,327,1,441
00e92fb3de3533178532f364f6937926,201,118,1,200
bf7d5083789ceea5d2b7173400c47b7d,58,4,0,58
9bd6c580e4fd19e22e6c53ab3c8221e4,291,933,0,291
923c86d39658288c53efd9c1e2dfbba3,396,1267,0,396
ae0fe2feb0bb9bfc59b3c2b563cd2001,72,4269,0,72
07524d43e1291cfe61c0c29df8cf1602,214,941,1,213
615e4f72876490698aafdd3f23c3739f,75,508,1,74
4cb87e3df2885de293a64994bdc2b902,362,1097,1,361
e53ac8b56ea29e8124dd599f702abc6c,69,95,1,68
9eab7337bfc258cf383f9697733e2973,352,2345,1,351
2291eea5c73f50220798d993d5c4ed4f,1,235,1,0
01b864a850a9ea2363be4c8bd8b5eaae,54,2,0,54
27a3ea7bdd7ca8695a506effabf4ba55,174,1,0,174
8b5a781ad4f4b801907447da06c132b8,137,36,0,137
8bf260866f3958388399bb68cfc8da80,273,3912,0,273
982f7524f5a4ed1e5cdee65ff0773641,143,841,0,143
9a2242deb71282412b5eaa21d43a59d5,161,175,0,161
3dee32a05c1e4a4046dbb87e1fb828e3,313,1106,0,313
5a7c7858a809c0f576aa3021eb66526a,171,6,0,171
a26e3a431c95c13128565f630b5e4c50,255,4220,1,254
d80cf47e16aee079f97275e5065ef716,405,3242,0,405
41db92d7699f3ab06c3b04d494339dda,46,84,1,45
b866d3d771483a9a7f5fc343b141f49f,83,3072,0,83
e71cd1d8fe278c2d351537ec52f01b51,79,5,0,79
4d757ea6768085ec6a8e0fac47ab21a7,174,467,0,174
ea6ada529d86511d6bfc03c6e26becf8,152,880,1,151
8b14710b3deb8efda914fd3e90a24c3b,368,1212,1,367
fd73881da62445e58ab81730f2f34df0,209,2824,3,206
b9dcf84e31db203fb1102522d33f2dcd,83,97,1,82
caee02bc3ea984ee5f52dfc189109c80,69,3,0,69
0bdc7694208276083ae41007d1ced80a,94,5,0,94
613e1a6eb6d327ed38f47be046320f67,237,615,2,235
92c7d0341fe462d4c2d3c2c84e442e0f,130,2,0,130
174c9cc2bb314b03528319fb46da19a4,24,1,0,24
396b3de54fee85db6e63a5380fc46542,161,4782,2,159
d4901976344e9c3fbd39f1a14df2ad59,40,4008,0,40
8f0169c0f986f316e2328427a15cd298,1,126,1,0
23437c1a9b6b3b352ce4c32183ee40bf,219,1674,1,218
3871672f730a1ad231a13dfc6484d641,319,4219,1,318
0e420d4a34b7c32c90e144723cf6b1f9,57,516,0,57
4ad1958dc13905ec51d2b72f7193879a,39,1,0,39
47ae1b75508627a278bb40137d0ad54f,564,425,0,564
cfa157658a3c1b3779c97fe5f8248d7c,198,1954,0,198
36dc35f3c3a225cff1a0dd8cab1736af,71,3400,0,71
6f8e15db05c97d0af57586bc172e213e,98,6,0,98
8f4702d0ac82d2dee486eaf2b6f86dbc,178,179,1,177
748691d365d7cc2680b2ac5854f789bc,96,5,0,96
f0b2f9c41110bc0be4b74b0107ecd18e,30,3232,0,30
9c2fc46ce7a6b9ab74ff13dfe5654f13,218,7,0,218
098feb8258f063163f9909a2147bd414,853,1461,0,853
afc49c583c38a5c605abd6aecd8c0d9d,134,2598,0,134
5f5a48f0e9af40ff7056822a913e2910,76,4156,0,76
410c6fa6a8fa6c80891110146f6931ee,48,87,0,48
203779515555dea59e8b510b0ec150b5,444,2419,0,444
7075e0d9f59a52c91b16cce44668075d,178,2951,0,178
946175c6617b9b1be243ae4191b3626e,385,985,0,385
9cca3eb8e866db448ff5b83d41399241,63,3,0,63
70135055086ffcbbc62578f4d700353c,91,2241,0,91
078d3668b1e896c81d1e6ab40de817b8,152,10,0,152
e725e46c0554e767d71cc1443c18f1f1,151,293,2,149
bfab04af373a21f9d7d93043d72a6fd2,74,1033,0,74
a1d4df86ea278e4e63c81d7116a207f2,122,4180,0,122
3dcfbe37718f81ec1f2aee20149b5454,224,71,0,224
e965ae4ee2a082475a8ee0431f82b644,43,40,0,43
00fcb47ae7b3a7bcae07dae0737bf780,61,457,0,61
7352e3664f85dd15aa37a0f71666486e,21,1,0,21
78fdb94ff78fe853c4bd8c6543b5027d,82,5700,0,82
a0df184087c418751164c47bd41ac794,65,2885,0,65
04f9336481cb9c02b5648c0ce4133a69,257,1074,0,257
c20271b27e297b1b0b84e88a0419a04c,151,913,0,151
cb1dd34f6352c8dbe83c3ba601adb4b6,154,162,1,153
ded3c6e9f7178353a7b4f96d1aa78678,1,122,1,0
30ae36314e3c0bb041a811fc211542d1,69,153,0,69
426fd7a1e9a396409f1265f15456076e,65,2,0,65
fd099392bdc46435e7d6a3e65ff2cdb6,49,50,1,48
6b71209b92485e3c42caaabafc758f93,276,654,0,276
b50a736f80feeb035015a4636c48d8a4,56,46,1,55
f9e82a65b6759d4fdf1026237160531f,76,1950,0,76
53c852fec4a9e00ce36874b01b11efec,111,2951,0,111
c76771eb23f1062173dea02f26517150,71,279,0,71
1c6a9677e0bd8e02b02c64e78f62fbed,223,3897,1,222
53e0e04387c17a9a2619c766af75f7f9,72,4629,0,72
a4261177eb7a9f360f1941e22cb2d347,104,9,0,104
2373b2af601e0d3429b59c24facd2a3e,111,4471,0,111
0d582b96158a4e60797b0eba64b16fac,73,2952,0,73
7a76130ac0bccf98264f97c6f009cef1,76,3,0,76
f810a43398134143341d83e02a94df8d,75,1686,0,75
120db1c228ff568d628d1d92f3171466,51,3,0,51
ab0994e23c3ecca214c711f8902149dd,59,1951,0,59
3c72c81f9eaa9595b547a9419bdbe660,72,3,0,72
5ebae6325fdf84c72f1720ce2f194e11,196,554,0,196
6f18f769618f0c9635fe61d6d8cc3314,34,43,1,33
a542a5db2505d0a0ca6796a564906b92,251,224,0,251
9444219dec53fb506e98c16215a8215f,60,3,0,60
04a0465c235e8cfa48d242c74add91d4,119,7,0,119
aa7afd21f57e11eac8fb316968ce63cb,68,68,1,67
b328d5bd69ef6ca535fe7fe482f5a89c,225,4952,0,225
3043a30666f71d3563fa7c126737a836,185,4179,1,184
6e01190f270884ea109071cfd5b2ce8a,390,113,0,390
da3d2d0fa5b8a4dc4ee09ead829b7412,154,114,0,154
22245273ac6318371c538d13c6468bb0,342,513,0,342
51b159da6e460b37e5c0fccc3dd1e896,292,4766,0,292
2082c558c245dcb05b29d98b7ed90835,597,165,0,597
07f4186739283cd93613953a2485b6ea,337,135,0,337
98695d80e3f59c090ac0559262a09f83,237,1487,0,237
efed322f1e8264d00e0a0adec111321d,81,2,0,81
61e13cf74d1b432c17c69885f5b1417a,1097,4840,0,1097
566e792cb6d3195ce2fd4a4252b5ba13,418,3439,0,418
80d67b3d54b383e05590ea869cab3f2b,232,4489,1,231
5345e58a4348151e5fb1a2c38312b490,963,2947,1,962
09b9e0b854cf1f5a58056173d7bd02d6,421,836,1,420
b696cece1e11a99631f4336954162fed,204,2989,0,204
0cfb2ed98c9c60bd5d875c84ff17b86b,44,3,0,44
1b37920dbac2ccc0fb61e20b0d3a8329,303,1986,0,303
a5a040c17414b6e8dddcac343bb0eb38,426,1896,1,425
c82bee6befd2a01891e3dafc0d8b85a0,359,6,0,359
9343b10c3bbfcf35833e0cdf3f223d7b,139,4375,1,138
527a30a33436833aec03bfaeba0bf577,201,527,0,201
f85796905325087170e38df12562684c,206,1962,0,206
03c7d8ed569c671f8f44a72166aa4cc1,30,5075,0,30
573ffe9e0afd8ecab79572ca4a1457df,153,1,0,153
158ec5e53b49ebf395618b38338c3cd4,84,3232,0,84
ffed64c01e87dafae0cb54296af19d60,111,4,0,111
f5b3b4b0467f045806af834a6b2f294e,108,1324,0,108
64540946688c5bbed214c4312f862284,325,1551,1,324
f5c3d029a4d1288c6f165748443f590c,78,1,0,78
06e0437bb76c34a3c7398f05103ba315,257,34,0,257
c4f3c026f1e1cc3ec4573c70add2f8e7,25,4,0,25
2a38df636942f647984c4a7e21de4aae,106,987,0,106
35e04f5749d3b2e2d1529cec100563ca,105,3202,0,105
69d5b658d7dcdd47703c21107de1020f,41,1088,0,41
06c4eb17ec612a6eb09490d66bf9d17a,110,4401,0,110
aea8efd022036ef67ffd187500907aa6,169,3262,1,168
db550f55a83a01c2d68465ed3b1b8c76,136,807,0,136
4978e95c693396dd93814aa64e69efba,520,1397,2,518
6030eb26630ef5f535951b5855182a78,145,1209,1,144
dacb1eb39c7aadd937a8032ec6c8601c,1,325,1,0
56bb9da6c673cd48530494e16c87bacd,341,816,0,341
bc8450ccbf95337a3852f1eaa59d3402,158,16,0,158
72102a4f506c0e7bb998de4c98685be5,18,1,0,18
42dab1f0abf83dffefafefca678c1cd4,631,1665,1,630
e949ea4a5dc0e750cfeec3bc55fc75c4,69,316,0,69
a39a8a901a081116c374c93831169b48,129,4,0,129
ede84c8feafd300f82b49f0e1bdafd64,55,2978,0,55
aa2b9898ca3d733a42f639b0a900923a,70,2952,0,70
31b89cef82c881357cdb0a57865c64d7,89,8175,1,88
37c42aea6973f33b9cb70a54c547d27d,52,904,0,52
7061675b3f445ff9c272158d084c456a,147,129,0,147
cdc9c0a813f925e49d7cd539c3648d59,144,1,0,144
c32ed70a12b1eaeff3d3351afb041f96,117,1090,0,117
833085b91638e1989ca101617493f88e,74,2,0,74
341a2f551d9d45f5e5d8697761d3bc2d,15,2950,0,15
699bd2e611dbb575bf2b5ba7e243413a,61,1958,0,61
98a38142ba397c183a178d155d097cd9,78,3,0,78
8bebe02dfd397c0e8c38515e4cc7ef8d,902,6521,1,901
27fa76d1609c007b190310c6e33b0d63,78,77,1,77
ab75017358220eea3755b3e8c945794d,782,1222,2,780
1372bc3ab929c6529cae4247d24be5c3,69,2210,0,69
d088b117d140f05a87b121924987b1dc,173,612,1,172
6a9dae5f05218ea9dd9992f242c37dd8,238,11,0,238
fdb431f691d0597cecbb981a53ebdc20,98,1950,0,98
0f8d231056f73db37b5c872f76460361,403,113,1,402
2b5638129740428dc2427b31d29152ff,404,634,1,403
2d5b644def75ccca646bdf208ee74f69,108,2021,0,108
cf173cea12854c3f3bbd980f594a4aaf,73,75,1,72
8a487dc0985d9b0dbb2fd508aee29152,66,4,0,66
810f8dd3514dcf2274e720e636e760dd,155,327,1,154
3dd1e5a42951f4b96940d21dc8e658ce,27,1,0,27
17b129289ca306118d71abcef5f6a551,64,447,2,62
10ab877fde3f46bbde3dabe8a9235836,307,5019,0,307
49d3b0ee200afaf0f97699affea5671b,145,3021,1,144
b8329cbbf17f4a897a810fe672438299,157,3,0,157
a3c717f78cb97d6b17b8e77ea08cd415,492,2436,0,492
6e88827ca149453269d33ddf4bcacc13,413,101,0,413
6aead6c4cd9d4b5a8aa814dac05f157f,81,1349,0,81
00ec179d2c169a720f8f5e1885a4ad9a,143,33,0,143
bd69f99f66abb022ee95cf8b332933d6,349,60,0,349
b7e9efa0eca27f486de565520e8f0958,80,20,0,80
415fb6453b1d3b59fb52b9f893869283,71,1172,1,70
95a9ec7a4d98abaf1a0a8facaaca4e2b,132,6,0,132
61d478712c260b464a98260eeced0cac,66,1,0,66
8bf59fdae94706797ae51046d746023d,155,5,0,155
55c36f39717c3d6754a56e8e54793376,77,277,0,77
a31e201b2bb4d93d1d7dddbfa1b2dd4d,215,2794,0,215
6471cb9bcb5e23310c3e3aca506f818f,24,43,0,24
b1e1cfa20eeaf9c734d2c6c5069ffb78,77,1722,0,77
81e84201618c061af216499e12919395,13,1,0,13
c445be404af50e033fbb6775b722d37b,48,6,0,48
3ad5f8283ef04240042e7455a063a6c8,222,116,0,222
1379df37b8be7cf92b5dccfb08f4ff47,246,221,0,246
e9ff6b494399a5ec68baf3e72634ccbf,88,2,0,88
940078df22287a8675173ab11bce50b3,642,4313,1,641
2213f51ed5c653a85a486205decd9f7f,120,289,1,119
3c2a6e31a657aa344ceedc3075a56c71,85,84,1,84
ebabb0a2354635bfc9cf5ff6a13ad008,174,192,1,173
a06daa3cc9e4999e442fb23850310ac4,164,9,0,164
e00a03abcb1d13e8db7a1b73da3f8c90,100,3244,1,99
2c8061a5ff9a6f54a7aedf935b12a7d7,73,3240,0,73
767ef43da2221daa0c13f7f21208ec71,56,8,0,56
392632495dc7e7888976a8ecbf24b0a4,485,3128,0,485
02c969104fd7b7e64789f0e996e53cc0,354,14,0,354
11b4317ad1de576566142c17b6613067,185,7,0,185
2adbe6c5f0d8ce21debc6f6447158aee,129,7,0,129
a7d1e91cf49c23421150c960af3503a8,110,2953,0,110
c9025d05ac31f6c896e898b58c3c79cc,191,943,1,190
431632a801578ba16af1188614e0cb39,225,4803,1,224
34a4f035602cd43ac35d456d61a276be,345,3053,0,345
fda5325667b0ee91af462be57370b53e,156,1956,0,156
1ebec814317e335b248594b9541aeb6b,467,354,0,467
b0882c651db2df884a29cbd1e3911317,790,3273,0,790
bd3484d44ee464327604828e07cc3373,55,1,0,55
8c6ad0728dfdf712e38b9298489bee91,221,11,0,221
bf544cc886fb082ebc667e6b9df935ec,256,359,1,255
486679086665e3b7ea26027ae5163a5f,49,2,0,49
3dda15bcedcfc22133ba5b52617288df,62,1950,0,62
b5cdc3acea7e8efd3d2943c1cf102843,24,3231,0,24
97804f60a0dfd79fef47f72b3bd20d8e,41,4396,0,41
d75e422c07f27483a8f57e0af372f2cb,95,310,1,94
66be998e636ccf198468d0cd09abc031,182,322,0,182
37d6d10d26b6525763fdddf6fcc73972,138,117,0,138
d7539059c1b2af6e7d470ef602bb348b,146,5,0,146
532a5fba1d8bf316f86a72c8ca8c95cd,6060,17038,2,6058
c73d66e061e0f8a0416006d4c0668963,72,8,0,72
e0df49217e2c29c43034c81b3a5d168b,278,1497,0,278
66f02f2b0bd556e5fa1feb72ab896dd2,17,806,0,17
c913bd632839af2f143e2fda341e65bf,72,2953,0,72
2f995991c39f22ce2935b850f6db414d,87,2,0,87
c43fdaf542a6645905b63a4616a72c43,100,3207,0,100
c779d2b0aecd3cdec1352e84a05adadd,150,4616,1,149
e4287b046739a81d54b438005fdffda2,125,127,0,125
001310d16c104baf8aa9bbdc6ab11ac1,148,8,0,148
eaa86f2deb608b31302d9389b22f94c8,150,2440,0,150
ec0f7496c58b31abbc72807297a0ee07,130,1,0,130
f7b4773c60c8b10d0ab73ca0093052d9,223,28,0,223
96d4e6f8f46437b62629d2a897e02e31,34,2,0,34
955fd581923e86b99ccd587630206e6f,107,3241,0,107
71d339cc774bed78d6e06c019f188f0b,26,2,0,26
b9095332ac379da1939c17862ab20793,277,81,0,277
2706ab2c9c6f7cc8791cf309da4e16e2,314,3719,1,313
96946f4b64828e1ec550828ec4c37e33,171,3,0,171
7abb15dd66e77b32fdf5b8194e165843,123,770,0,123
f9a0e0b57962e836c5d1daa963cec65d,115,5,0,115
a610859639f855bad5c2b003597b3496,361,6,0,361
5e3956b29341dfd6f08188f4308e4ec7,30,1,0,30
bd281657616490657e496b3e7fa4f973,123,932,1,122
6d082770fc5b4e0e3112cac7ba234a3c,284,2897,1,283
6ae3ed8cd9cad8a5cc1312f2b10f411b,70,1204,0,70
f7365379fe0de68e922d6a0c7113a63d,164,2,0,164
3aae04948fd4e13456eb199670a6f066,230,2970,0,230
4f3d8f871ca5b626cfca32a6f35828c3,441,449,1,440
f615aa9d83ba20bfb2738b3f1bbf89dd,135,4,0,135
dfabcfbbb995527b8e64727b8ff96cf1,226,7,0,226
9b36032ce0ef94cda63902847fa62e58,323,176,0,323
b9fa9088563e86f4610e516ee60ff880,12,2950,0,12
e8578e37da3fe06a601cb5cd9bf95b59,55,2006,2,53
976c918d58d9be0957f1e45ecc9cd346,42,34,0,42
5a311a018667e4ad78e62ae07a9a0f1b,796,3247,0,796
eaed2da634b37995eab52e731b13c26d,584,569,0,584
817af4df2e944cb53e0eaba932aa7c17,67,282,0,67
3d2d573b32ab6fa9b7f95727c3e88ecf,142,6,0,142
6e1c795cafabd7facb85aa9ff8653dc4,167,2537,0,167
862f4431994c16452cea92df0940d721,96,2028,1,95
20f4692221cb88b07f8d0018567735e8,33,520,1,32
2e464ec7e3cb2fc19980c3953bd040d4,729,3238,0,729
fdae619faf12485ee79daaca35e8d95d,241,6,0,241
b8ab47c224682a067013979377f947bc,252,2182,1,251
041e8c4f96fce3b7cfcca1f81181334e,844,1700,0,844
fa7d8f138f2b6f3ca4024ec45404ea5c,157,6541,1,156
3335b404e7b02c3b84404d197d8ccad0,109,981,0,109
03eb672fb510c3d4624587197fd59a88,44,1,0,44
0f2f902ee572914563d8590206d6dd8d,14,1,0,14
35e1821fc5ff2aabd511396746d2e7c2,129,252,1,128
c9ebb855692e143fb12bb538de58a907,16,319,0,16
85ef720141e4e9455ee8822f285f2c00,186,2953,0,186
bc62bb3313539b909aaf2661dddc7791,238,2956,0,238
88bf5824f2f31385d013f4373b14b4bb,38,2,0,38
b6a6b99c658af595df16ee7d81b12470,157,189,1,156
afe4ea38eea43e982950dfcd74d6c496,321,20,0,321
4e976bd7052a4ab45a595353c5da268d,119,5,0,119
509dc11189504b0e90d4a4fa4fb673fe,248,1507,0,248
9637bedff45e52b63b3fd7e62ae2f408,31,5,0,31
fd5c3f7a20098f62ec05b36f84a18b4e,154,438,0,154
72dd7ede9333f0e0c6c494749593c521,61,1,0,61
fe237a54bae98c2c59bf15b793456fea,62,5,0,62
478af369c3e33df7e7a5b08bf9bc81eb,60,9,0,60
aefcd3fbdb888213b3fe1f87f12baad4,324,105,0,324
ca9a4cafb8e9716b87ae33ec14a5448a,35,4,0,35
30919c5acdcfcbe208dc1e74710d4103,59,1,0,59
1158b42adf3c68b354d145e31459fc79,207,3807,0,207
8d2868e1bbf99e50487d213115072009,215,6076,0,215
f9e428c465efb06602f6a9b6c7323be7,495,6184,0,495
b79fa65a138b84c8817f7957a80eafd7,83,1,0,83
e2aefc35099e8508d26a49ecbd4e01a6,24,3032,0,24
9c5a70ed1845e37a81f7d0dcb4e132df,164,2,0,164
a83c8dbb846b61a57ddafcf663a89209,914,5136,0,914
3f227a2e304950ab3b9a2f9dee96d150,186,734,0,186
9ccb3bf4289982c659c5ae19c469cd6b,108,3557,1,107
cc1d5516a1308c201d373beea27275df,58,15,0,58
d97a26566913510c6918b25eef02305f,43,1,0,43
073ff91d27a26e982397a2388effdd0a,954,753,0,954
05d20d45d0c97c1afff826b4be6144c9,822,4027,1,821
e077d9a16e9c4ceb2f16c08b75c2bd6a,156,4,0,156
cc6df6ad212f7f76174daa674015057e,65,1,0,65
23f101b5378f7431975ba1db45f2e7cb,102,27,0,102
84c0f9859900fc7aadd8274ba7f5e6eb,250,15,0,250
8ea8301714cb72a7841ee1e82535c3fc,388,768,3,385
7ecd9103442ef69f4913f9f03d5935cd,553,1743,0,553
