user_id,probability
6d2670817b931cf7280dca3a8882d6cd,0.0764493498867
9d22f6e8bbaa03aad3e0de999a0151f8,0.0051582047094
bc9260103fb7d88855127444cb630680,0.67125935206
bc8fec38618866f4ce718ece6bbda4d0,0.109977022509
b337e9d74477beda449ccc1e0cd45ef0,0.438895250806
96be28647f56e78760364aef415563b8,0.0869578835339
89452d22b9115763ebe6706ac7ca4bac,0.142558244507
5c51ec8a2677247e8604c338b3b7041d,0.140608413445
6521f6a8c05b2919bca8d0b98897930f,0.330412346787
47a33477f3939561d7a57104eb43902a,0.152814067417
91411a00a43398da5b8e2aa704d94c64,0.491719053778
db861e606fac7bea48fb4af0baa06197,0.269220490447
5aeb0aa40e07aeaa2ecc679d60fcde1d,0.292666274239
c5cfc7ef8c5db5fa8edcbf277e0eb88e,0.341141828956
c794819b936de8e737d95c0769a8596e,0.084198973803
970ec4378cc5f1556ba58c646f48edc6,0.125658566511
bc9128870210978e204c48457069c280,0.204658378478
0694e67840dd537fdf02e89fb91ac476,0.957826698284
0cb4e809167133948c05e3545b727acd,0.00433410101103
0400ef5c824bd5e9f616c892d11c43dc,0.00441921172415
a0d5f4da239acb39def8615d892cfb5f,0.00527197745774
074a783db6b6d2541454b3df6939e83b,0.194419563846
dcd88159c448f0126a04a6807768814e,0.162911932128
e86231444ffc0047dc2f30377d8fb1a4,0.244604929337
81c5818032ee8290d10f8574ef69ecbb,0.145805055859
2b07eff8883ce1ef38a2160c7c5d52f3,0.253015722991
e7a80a52b95bfd04d1889c9ab2c8bcb4,0.44551666249
4fe70af17bd9b0966944dfba7298eef6,0.225125292408
26c1468cf95cc649a12c2ca201ff778c,0.274949286845
c4b9681cb7e78e2af0c9760e4e621d4d,0.954383978738
b0bab8e2cfdd765eeb8d9c8328e3319e,0.264995822116
c8985ff7f68345c0a80b7c17cd9a9915,0.00502969534317
6fe2cc49d36560d075c8f33a4d71bdb5,0.140196509382
9f399d926b2e74596de998c88cd15b7d,0.286197492708
ebcc8f18191931f32bcf86c83e2f683f,0.373302931252
e0892f808af5b12514d03143138aac1f,0.430545323741
f2a3a0ea1590d8e1d27e24207960be9e,0.00526440177665
461f4621983180ec435c1a3b5d75deeb,0.412491026848
f0bb3f1bcb38d62cb968b2d69df21e33,0.121427988394
b12d31ce87ecf544080503ee65ed6d26,0.327616031263
7304a681c0d1659a1d93a06212370866,0.118682221009
3d7a44bf48b4fbcb38ff5d769e3ee866,0.121395139422
7dacf1e93c57854dbfddc2c91b37def6,0.0169228642811
874369416febc76f561d3ab147b555bd,0.289242587065
071e56a5e193ab765329cbc73bd3e4ae,0.103920465098
ff44f5d1a1c190fe2e4dcf1d92091b49,0.157181183805
0f74c8db65ee63f3dc5949effc3417eb,0.125266874609
e0526a0ce32f7aacbcecc92a6a9ffa43,0.304942753832
22cee63e978f17c3f17c093d8fa21101,0.0190991518295
8820df06d3415c3cf64604a1e801b8b6,0.0093224723958
0a2d906ef0bd11ed29ee625250d1def2,0.0212507864017
13f8d1e5cbd544829f47c47c72860ef8,0.0863639348984
e0e26fe1f900131bb70ed257b6634047,0.0191164153501
f3a7d3e82cc3eb814a67ac67e90dbdc5,0.123667708111
777d08d35c453bd9628e49ab3a84516a,0.152345331896
e37465d89d0a2e397c48d32ab5bbb187,0.136789615521
77cfc3333557a8e9131cebffc7ebba2a,0.253065441216
09d03232ee45ad74e2e02656c3c7dd67,0.119569600064
4d37533f13808602b5f67d7162b744d4,0.338427488233
fa42570b5c99842ef1d34e6760429090,0.135721890102
abfca23d32d0e1c9ef3558e9cf0c7995,0.099994955152
41bc9e55ce5985fefb3f6550c439ea4b,0.073930546009
80219286e085b4f4ed29b4d974d14fd7,0.020298651181
f336c3671171ca44d5e6118df2b8d9fc,0.0705038280207
fe2a3f3c47fd428e05f5b3e90f199d42,0.422832527973
66e86224848fc73478543428d7121e08,0.0834032200077
1f92d4dba1a6495f67de03f2977aee90,0.019654034839
b12cc364bc8ae46927dd71b72e24ec6d,0.100473045981
36b312aa5b77ae54f68f456d9b58fcf7,0.0132344631172
4e43210df3324cfbb797e0b029aa1f8f,0.262514936214
f77c2565056a1e67ff4ce59cf9c614c1,0.292069326844
9fc9d10261fa23ce6d361bcf873703b1,0.019824751577
0761499abe27dcc72c3b03d73d358807,0.128649828134
b40bf63792adf3baf76e03bcf3e67804,0.071636659633
cc8ee10767abf8c33922ec47fe28713f,0.415467512964
4df11567f6cd1b581399e13d14da33ec,0.100765373691
6ecd2bd5e3f3067e48774d8b8449b6c6,0.0132344631172
9a9a3809779594ee9c2028324d761254,0.157792907689
014397d9c717bd74f24ae073be5200fa,0.175055773604
7543abc4f54900377e68ad5e0b0ee109,0.173143291451
8c9d4f18562a9c678e4715af8fa9be3c,0.184439545687
a0c1cafbd9f3f4ec637e0be6bc91a3b7,0.180198110652
00ee705d94bf2b32bf9b187852a3d61c,0.137593394063
27d051f61bdd4174b7ee87b0a705fe3c,0.232671944198
7b99a79eb8b7282fc44ea8705ab0f515,0.154333309953
3d2b7d7197ee2116496b48157a222c47,0.339162015144
a3dbf2189451fece8a629aaa197b6988,0.0165855775497
1f1328804102d5ae56137c1548ddb746,0.166360709207
54972d99a467e3c1bf3b984d093ffd1d,0.0651141768722
45a8be55f30b060c8ce996cb154f7e01,0.318331565008
9a16608f9e09991a89b967760d19a5ce,0.0132344631172
b385a7fe85f2d850ad31453025491298,0.117759251714
4f05c76dd0f506404eb466a7902bbfac,0.148265432071
19d8cc62cdeac4fc52a65bb65cdf7e10,0.0132344631172
2add230b7b28ed23f0adffb2cc4a9ff7,0.210726787427
3eb963e5df3ead9248d5e2d0d144121a,0.312804773011
4626850182a10b7cce7655c5903a3825,0.0152057139682
84a2a01daf9d92b51e7fa8c668072378,0.172783696355
04c9ae06f38f333872deea791f7a96a7,0.211966721181
382f6983538dafdb1e056424206fa37a,0.156246762924
0ed1d9a27625cf053fb11212d83a85e5,0.0190068392256
de6f2ffe0c3b84376f122f6cb3d053ac,0.0177028601182
cc9e933b4ae86f3bf44e06e4c4f7f720,0.0179768349046
e0d426fca4388334ad371c89d153d15d,0.110405285698
c6292d1ef65b03ecb87586f35773ba02,0.0138157121267
7dc038d799e27b4225322778aaa75fd0,0.422486055562
ab2ba3104c00c78abe54f5f5d11cee4f,0.212409815597
aaa8013d7bcc5f8e84f5008161465dc9,0.307839098236
4aa63b4f53aa3853c6f75492af2cb1bf,0.156554748356
37802f6fc18db7166732545673fdb909,0.33668404844
825329d2f7ff0b5ad6eae161726bc31e,0.136818377979
519c8e8dc44a92945ce64529c43ffd42,0.0132344631172
7b9783e5db7d84a7de52a62717175107,0.109883415749
7e3dc1a504246224cc48eeb3af52c999,0.0138157121267
92586d49798369d870f9feb545a3dbc7,0.0148594243631
0bd5a097f68a1a2a5daa390f6bdee6fa,0.445559697298
1904d7b460e5b28d1618f66f1ad34d15,0.0138157121267
eb880a6747f7483e4f9b03abbf8bb45f,0.0814267982905
035b526cd4e8d85a5b38361fd43f4e33,0.0143520482911
d2b709f151b3adb1b63978572367e47b,0.0150288406493
0db44e5364f9f5404935d266a51755dd,0.124817016077
461a2a200c42e6fdc4e13bffe187f3b1,0.120553666211
49a4761ef5c60b50fad8ee75c4238dfe,0.522653562268
716742eec31c1767097fb8544c7b9f03,0.158013729029
4590726bf9381ea8f8634743dbf24691,0.129009660566
ffbc001e816d5bf97ac285172b682bf9,0.261227164549
560b0418eb9326689b0fcd086c6f2ed6,0.325395308166
5c4e36d71986a15aa0a0f10e0f5e7b40,0.339330696845
829fa869db0d06b59075d443419f3655,0.0958603560357
8599c4eb6f91f6bd0b6f290e3031edaf,0.0132344631172
c820c2cb0b30b108b017c449a91a8bbf,0.0155890758861
ebc671b67f2ad837f7dd02ecb1325131,0.320280246026
a201ce152642be1da3ea21a11b2b6c42,0.0866933516019
e8e91f6fe439e25fcf419de9056cea57,0.158127024525
d9432c5ef3a36a7019e01fb42dd0ab45,0.526838754358
986e7215f0331578779b4238add69ec4,0.29533175059
a5fc85ed5ab7e51c01843c0935b882ea,0.0122296512915
a96f4b74e4a3377d247287765a6790b4,0.0140193925785
51b5454528ff3e8cb107a0d3d5fd3a01,0.0183914865497
7f448000550c5f5474fc0022900d5b29,0.0149053580324
10e26a2e6938136fffae37b51dc6f290,0.147503128259
11336a8b76ecadb2142ec0dc6a073c6f,0.0132344631172
bc3db198457e5bb5534a513dd2e51e6a,0.230546464423
d67dd28046dbf5c496671b800bb7c89d,0.169859756627
52a93f933337cea89365cdb91b0acb98,0.017770732198
8981bd1a69bb6dbc2ec8390ad457c29b,0.131708364313
